startTime,time,open,high,low,close,volume
2021-10-20T00:33:00+00:00,1634689980000.0,64116.0,64117.0,64101.0,64101.0,2931953.2608
2021-10-20T00:34:00+00:00,1634690040000.0,64102.0,64140.0,64096.0,64118.0,609987.6941
2021-10-20T00:35:00+00:00,1634690100000.0,64118.0,64122.0,64108.0,64121.0,788169.4436
2021-10-20T00:36:00+00:00,1634690160000.0,64121.0,64186.0,64116.0,64164.0,558306.3001
2021-10-20T00:37:00+00:00,1634690220000.0,64164.0,64169.0,64147.0,64159.0,339816.4219
2021-10-20T00:38:00+00:00,1634690280000.0,64159.0,64173.0,64123.0,64123.0,175309.9784
2021-10-20T00:39:00+00:00,1634690340000.0,64123.0,64130.0,64106.0,64113.0,371379.5425
2021-10-20T00:40:00+00:00,1634690400000.0,64113.0,64120.0,64088.0,64090.0,337399.2136
2021-10-20T00:41:00+00:00,1634690460000.0,64090.0,64091.0,64027.0,64087.0,381733.442
2021-10-20T00:42:00+00:00,1634690520000.0,64087.0,64087.0,64021.0,64044.0,320145.3318
2021-10-20T00:43:00+00:00,1634690580000.0,64044.0,64071.0,64022.0,64053.0,1578233.7431
2021-10-20T00:44:00+00:00,1634690640000.0,64053.0,64109.0,64036.0,64099.0,462149.7648
2021-10-20T00:45:00+00:00,1634690700000.0,64099.0,64101.0,64098.0,64099.0,111544.5908
2021-10-20T00:46:00+00:00,1634690760000.0,64099.0,64140.0,64089.0,64095.0,629480.1161
2021-10-20T00:47:00+00:00,1634690820000.0,64095.0,64135.0,64095.0,64127.0,612871.8367
2021-10-20T00:48:00+00:00,1634690880000.0,64127.0,64138.0,64095.0,64102.0,427347.4471
2021-10-20T00:49:00+00:00,1634690940000.0,64102.0,64122.0,64091.0,64091.0,244365.5809
2021-10-20T00:50:00+00:00,1634691000000.0,64091.0,64110.0,64091.0,64110.0,76249.4308
2021-10-20T00:51:00+00:00,1634691060000.0,64110.0,64124.0,64110.0,64121.0,129775.5734
2021-10-20T00:52:00+00:00,1634691120000.0,64121.0,64129.0,64121.0,64129.0,69884.7111
2021-10-20T00:53:00+00:00,1634691180000.0,64129.0,64130.0,64104.0,64110.0,134104.0147
2021-10-20T00:54:00+00:00,1634691240000.0,64110.0,64133.0,64106.0,64125.0,123380.6094
2021-10-20T00:55:00+00:00,1634691300000.0,64125.0,64168.0,64125.0,64168.0,144313.4913
2021-10-20T00:56:00+00:00,1634691360000.0,64168.0,64211.0,64168.0,64191.0,213680.6936
2021-10-20T00:57:00+00:00,1634691420000.0,64191.0,64211.0,64181.0,64210.0,220253.8342
2021-10-20T00:58:00+00:00,1634691480000.0,64210.0,64214.0,64161.0,64161.0,170779.536
2021-10-20T00:59:00+00:00,1634691540000.0,64161.0,64161.0,64087.0,64090.0,494916.8946
2021-10-20T01:00:00+00:00,1634691600000.0,64090.0,64103.0,64039.0,64040.0,399521.1723
2021-10-20T01:01:00+00:00,1634691660000.0,64040.0,64047.0,63993.0,64004.0,638938.4072
2021-10-20T01:02:00+00:00,1634691720000.0,64004.0,64016.0,63949.0,64003.0,935458.2555
2021-10-20T01:03:00+00:00,1634691780000.0,64003.0,64003.0,63931.0,63953.0,187233.6217
2021-10-20T01:04:00+00:00,1634691840000.0,63953.0,64001.0,63953.0,64001.0,527171.4996
2021-10-20T01:05:00+00:00,1634691900000.0,64001.0,64029.0,63983.0,64017.0,339043.3566
2021-10-20T01:06:00+00:00,1634691960000.0,64017.0,64120.0,64017.0,64041.0,1362172.3798
2021-10-20T01:07:00+00:00,1634692020000.0,64041.0,64074.0,64039.0,64048.0,854547.0903
2021-10-20T01:08:00+00:00,1634692080000.0,64048.0,64060.0,64032.0,64056.0,92816.97
2021-10-20T01:09:00+00:00,1634692140000.0,64056.0,64087.0,64042.0,64084.0,223241.2248
2021-10-20T01:10:00+00:00,1634692200000.0,64085.0,64118.0,64084.0,64106.0,470627.4755
2021-10-20T01:11:00+00:00,1634692260000.0,64106.0,64113.0,64074.0,64106.0,242874.0968
2021-10-20T01:12:00+00:00,1634692320000.0,64106.0,64145.0,64106.0,64132.0,220288.4085
2021-10-20T01:13:00+00:00,1634692380000.0,64132.0,64192.0,64131.0,64179.0,272791.7606
2021-10-20T01:14:00+00:00,1634692440000.0,64179.0,64188.0,64157.0,64157.0,127584.9527
2021-10-20T01:15:00+00:00,1634692500000.0,64157.0,64198.0,64138.0,64197.0,180603.3227
2021-10-20T01:16:00+00:00,1634692560000.0,64197.0,64207.0,64157.0,64202.0,176106.826
2021-10-20T01:17:00+00:00,1634692620000.0,64202.0,64211.0,64161.0,64201.0,172636.9507
2021-10-20T01:18:00+00:00,1634692680000.0,64201.0,64243.0,64175.0,64202.0,967956.9547
2021-10-20T01:19:00+00:00,1634692740000.0,64202.0,64224.0,64006.0,64122.0,1989865.0836
2021-10-20T01:20:00+00:00,1634692800000.0,64122.0,64161.0,64079.0,64144.0,409002.5693
2021-10-20T01:21:00+00:00,1634692860000.0,64144.0,64166.0,64122.0,64125.0,186880.0439
2021-10-20T01:22:00+00:00,1634692920000.0,64125.0,64149.0,64122.0,64128.0,123170.2015
2021-10-20T01:23:00+00:00,1634692980000.0,64128.0,64171.0,64127.0,64164.0,308140.5002
2021-10-20T01:24:00+00:00,1634693040000.0,64164.0,64207.0,64163.0,64200.0,117821.8073
2021-10-20T01:25:00+00:00,1634693100000.0,64200.0,64200.0,64167.0,64193.0,467633.0627
2021-10-20T01:26:00+00:00,1634693160000.0,64193.0,64203.0,64151.0,64171.0,176669.5912
2021-10-20T01:27:00+00:00,1634693220000.0,64172.0,64229.0,64172.0,64205.0,425663.0356
2021-10-20T01:28:00+00:00,1634693280000.0,64205.0,64212.0,64200.0,64203.0,198432.623
2021-10-20T01:29:00+00:00,1634693340000.0,64203.0,64210.0,64171.0,64176.0,218310.0052
2021-10-20T01:30:00+00:00,1634693400000.0,64176.0,64207.0,64143.0,64205.0,442139.5197
2021-10-20T01:31:00+00:00,1634693460000.0,64205.0,64205.0,64163.0,64163.0,168806.8727
2021-10-20T01:32:00+00:00,1634693520000.0,64163.0,64196.0,64163.0,64169.0,334263.6828
2021-10-20T01:33:00+00:00,1634693580000.0,64169.0,64179.0,64165.0,64174.0,182475.3211
2021-10-20T01:34:00+00:00,1634693640000.0,64174.0,64175.0,64126.0,64173.0,414296.6422
2021-10-20T01:35:00+00:00,1634693700000.0,64173.0,64180.0,64122.0,64131.0,404289.6708
2021-10-20T01:36:00+00:00,1634693760000.0,64131.0,64131.0,64075.0,64078.0,833172.0836
2021-10-20T01:37:00+00:00,1634693820000.0,64078.0,64086.0,63999.0,64005.0,342081.338
2021-10-20T01:38:00+00:00,1634693880000.0,64005.0,64040.0,63971.0,64031.0,327140.5135
